pl_name,default_flag,discoverymethod,disc_year,disc_facility,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,st_rotp,st_rotperr1,st_rotperr2
Qatar-7 b,1,Transit,2019,Qatar,1,2.032046,9.7e-06,-1.4e-05,0.0,0.0352,0.0002,-0.0002,0.0,19.055,0.336,-0.336,0.0,597.5204,79.4575,-79.4575,0.0,Mass,0.0,,,0.0,,,,,89.0,1.0,-1.0,0.0,0.08,0.08,-0.08,0.0,3.5784,0.0216,-0.0216,0.0,4.84,0.05,-0.05,0.0,0.11,0.001,-0.001,0.0,2053.0,15.0,-15.0,6387.0,38.0,-38.0,0.0,1.56,0.02,-0.02,0.0,1.41,0.03,-0.03,0.0,4.2,0.03,-0.03,0.0,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,705.981,26.066,-24.305,13.134,0.069,-0.069,11.859,0.023,-0.023,11.599,0.021,-0.021,11.561,0.02,-0.02,5.9,0.2,-0.2
WASP-136 b,1,Transit,2016,SuperWASP,1,5.215357,6e-06,-6e-06,0.0,0.0661,0.0012,-0.0012,0.0,15.468,1.793,-1.793,0.0,479.9233,25.4264,-25.4264,0.0,Mass,,,,,,,,,84.7,1.6,-1.3,0.0,0.59,0.08,-0.14,0.0,5.4528,0.0792,-0.0792,0.0,,,,,,,,,1742.0,82.0,-82.0,6260.0,100.0,-100.0,0.0,2.21,0.22,-0.22,0.0,1.41,0.07,-0.07,0.0,3.9,0.06,-0.06,0.0,00h01m18.18s,0.325761,-08d55m34.50s,-8.9262512,275.587,4.606,-4.46,9.974,0.003,-0.003,9.016,0.03,-0.03,8.792,0.026,-0.026,8.805,0.024,-0.024,,,
WASP-83 b,1,Transit,2015,SuperWASP,1,4.971252,1.5e-05,-1.5e-05,0.0,0.059,0.001,-0.001,0.0,11.657,0.897,-0.56,0.0,95.349,9.5349,-9.5349,0.0,Mass,0.0,,,0.0,,,,,88.9,0.7,-0.7,0.0,0.23,0.15,-0.15,0.0,3.3648,0.036,-0.036,0.0,,,,,,,,,1120.0,30.0,-30.0,5510.0,110.0,-110.0,0.0,1.05,0.06,-0.04,0.0,1.11,0.09,-0.09,0.0,4.44,0.02,-0.04,0.0,12h40m36.47s,190.1519558,-19d17m03.67s,-19.2843527,271.103,3.716,-3.618,12.312,0.08,-0.08,10.804,0.02,-0.02,10.471,0.026,-0.026,10.393,0.023,-0.023,,,
HAT-P-51 b,1,Transit,2015,HATNet,1,4.2180278,5.9e-06,-5.9e-06,0.0,0.05069,0.00049,-0.00049,0.0,14.493,0.605,-0.605,0.0,98.20947,5.72094,-5.72094,0.0,Mass,0.123,,,1.0,,,,,88.48,0.57,-0.57,0.0,0.277,0.085,-0.119,0.0,3.3672,0.0384,-0.0384,0.0,10.48,0.28,-0.4,0.0,0.1278,0.002,-0.002,0.0,1192.0,21.0,-21.0,5449.0,50.0,-50.0,0.0,1.04,0.04,-0.03,0.0,0.98,0.03,-0.03,0.0,4.39,0.03,-0.03,0.0,01h24m15.63s,21.0651251,+32d48m38.52s,32.8107,440.089,8.189,-7.901,13.51,0.103,-0.103,12.039,0.022,-0.022,11.645,0.023,-0.023,11.614,0.02,-0.02,,,
WASP-93 b,1,Transit,2016,SuperWASP,1,2.7325321,2e-06,-2e-06,0.0,0.04211,0.00035,-0.00035,0.0,17.901,0.863,-0.863,0.0,467.2101,92.1707,-92.1707,0.0,Mass,0.0,,,0.0,,,,,81.18,0.29,-0.29,0.0,0.9036,0.009,-0.009,0.0,2.2344,0.024,-0.024,0.0,5.938,0.133,-0.128,0.0,,,,,1942.0,38.0,-38.0,6700.0,100.0,-100.0,0.0,1.52,0.04,-0.04,0.0,1.33,0.03,-0.03,0.0,4.2,0.02,-0.02,0.0,00h37m50.10s,9.4587443,+51d17m19.60s,51.288778,370.284,7.938,-7.617,10.966,0.007,-0.007,10.233,0.022,-0.022,9.997,0.021,-0.021,9.942,0.016,-0.016,1.45,0.4,-0.4
TOI-776 c,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,15.6653,0.0004,-0.0003,0.0,0.1,0.0024,-0.0024,0.0,2.02,0.14,-0.14,0.0,5.3,1.8,-1.8,0.0,Mass,0.04,0.02,-0.01,0.0,4.9,0.2,-0.2,0.0,89.51,0.25,-0.21,0.0,0.27,0.12,-0.11,0.0,2.99,0.16,-0.13,0.0,42.75,1.49,-1.57,0.0,0.0344,0.0009,-0.0008,0.0,415.0,14.0,-14.0,3709.0,70.0,-70.0,0.0,0.54,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,4.73,0.03,-0.03,0.0,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,8.483,0.018,-0.018,7.877,0.04,-0.04,7.615,0.02,-0.02,34.4,1.4,-2.0
HAT-P-69 b,1,Transit,2019,HATNet,1,4.7869491,1.8e-06,-2.1e-06,0.0,0.06555,0.0007,-0.00035,0.0,18.786,0.572,-0.37,0.0,1137.8314,184.3414,-184.3414,0.0,Mass,0.0,,,0.0,,,,,87.19,0.52,-0.72,0.0,0.366,0.06,-0.05,0.0,5.1264,0.0336,-0.0336,0.0,7.32,0.16,-0.18,0.0,0.08703,0.00075,-0.0008,0.0,1930.0,80.0,-230.0,7394.0,360.0,-600.0,0.0,1.93,0.06,-0.03,0.0,1.65,0.06,-0.03,0.0,4.11,0.03,-0.06,0.0,08h42m01.35s,130.5056385,+03d42m38.04s,3.7105662,341.263,5.116,-4.969,9.774,0.005,-0.005,9.373,0.024,-0.024,9.293,0.022,-0.022,9.28,0.023,-0.023,,,
TOI-1759 b,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,18.85019,0.00013,-0.00013,0.0,0.1177,0.0038,-0.0038,0.0,3.14,0.1,-0.1,0.0,10.8,1.5,-1.5,0.0,Mass,0.0,,,0.0,6.39,0.41,-0.41,0.0,89.72,0.13,-0.13,0.0,0.21,0.09,-0.1,0.0,3.23,0.13,-0.13,0.0,,,,,0.0483,0.001,-0.001,0.0,443.0,7.0,-7.0,4065.0,51.0,-51.0,0.0,0.6,0.01,-0.01,0.0,0.61,0.02,-0.02,0.0,4.65,0.04,-0.04,0.0,21h47m24.40s,326.8516615,+62d45m13.74s,62.7538164,40.0654,0.0423,-0.0423,11.93,0.1,-0.1,8.771,0.043,-0.043,8.114,0.059,-0.059,7.93,0.02,-0.02,,,
Kepler-16 b,1,Transit,2011,Kepler,1,228.776,0.02,-0.037,0.0,0.7048,0.0011,-0.0011,0.0,8.449,0.029,-0.029,0.0,105.833,5.085,-5.085,0.0,Mass,0.0069,0.001,-0.0015,0.0,,,,,90.032,0.002,-0.002,0.0,,,,,,,,,,,,,,,,,,,,4450.0,150.0,-150.0,0.0,0.65,0.0,-0.0,0.0,0.69,0.0,-0.0,0.0,4.65,0.0,-0.0,0.0,19h16m18.20s,289.0758307,+51d45m26.02s,51.757229,75.0852,0.1541,-0.1536,12.144,0.057,-0.057,9.815,0.023,-0.023,9.137,0.031,-0.031,8.996,0.022,-0.022,,,
WASP-174 b,1,Transit,2018,SuperWASP-South,1,4.2337005,1.8e-06,-1.8e-06,0.0,0.05503,0.00056,-0.00056,0.0,16.107,0.56,-0.56,0.0,104.88337,28.92239,-28.92239,0.0,Mass,0.0,,,0.0,901.9,40.3,-38.6,0.0,83.78,0.096,-0.096,0.0,0.953,0.006,-0.0066,0.0,2.094,0.016,-0.016,0.0,8.789,0.088,-0.088,0.0,0.1098,0.003,-0.003,0.0,1528.0,17.0,-17.0,6399.0,68.0,-68.0,0.0,1.35,0.02,-0.02,0.0,1.24,0.04,-0.04,0.0,4.27,0.01,-0.01,0.0,13h03m10.56s,195.7940145,-41d23m05.50s,-41.3848617,410.149,10.376,-9.884,11.803,0.034,-0.034,10.845,0.027,-0.027,10.599,0.024,-0.024,10.579,0.021,-0.021,,,
TrES-3 b,1,Transit,2007,TrES,1,1.30618581,,,0.0,0.02282,0.00023,-0.0004,0.0,14.975,0.347,-0.415,0.0,607.03,23.836,-25.425,0.0,Mass,0.0,,,0.0,,,,,81.85,0.16,-0.16,0.0,0.84,0.01,-0.01,0.0,,,,,5.926,0.056,-0.056,0.0,0.1655,0.002,-0.002,0.0,,,,5650.0,75.0,,0.0,0.83,0.01,-0.02,0.0,0.93,0.03,-0.05,0.0,4.4,0.1,-0.1,0.0,17h52m06.99s,268.0291106,+37d32m46.78s,37.5463268,231.337,1.303,-1.288,12.362,0.069,-0.069,11.015,0.022,-0.022,10.655,0.02,-0.02,10.608,0.017,-0.017,,,
KOI-94 c,1,Transit,2013,Kepler,1,10.423648,1.6e-05,-1.6e-05,0.0,0.1013,0.0013,-0.0013,0.0,4.32,0.41,-0.41,0.0,15.6,5.7,-15.6,0.0,Mass,0.43,0.23,-0.23,0.0,,,,,88.36,0.75,-0.75,0.0,0.41,0.018,-0.018,0.0,,,,,14.3,1.2,-1.2,0.0,0.02599,0.00047,-0.00047,0.0,1012.0,,,6182.0,58.0,-58.0,0.0,1.52,0.14,-0.14,0.0,1.28,0.05,-0.05,0.0,4.18,0.07,-0.07,0.0,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.052,5.0,-4.899,12.314,0.046,-0.046,11.218,0.022,-0.022,10.957,0.018,-0.018,10.926,0.019,-0.019,,,
Kepler-435 b,1,Transit,2015,Kepler,1,8.6001536,1.8e-06,-1.8e-06,0.0,0.0948,0.0018,-0.0018,0.0,22.31,2.02,-2.02,0.0,266.97,47.67,-47.67,0.0,Mass,0.114,0.077,-0.077,0.0,,,,,85.51,0.52,-0.52,0.0,0.448,0.024,-0.024,0.0,9.003,0.059,-0.036,0.0,6.35,0.51,-0.51,0.0,0.06384,0.0002,-0.0002,0.0,1729.0,70.0,-70.0,6161.0,94.0,-94.0,0.0,3.21,0.3,-0.3,0.0,1.54,0.09,-0.09,0.0,3.61,0.05,-0.07,0.0,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.77,35.37,-35.37,13.704,0.114,-0.114,12.593,0.02,-0.02,12.345,0.019,-0.019,12.291,0.022,-0.022,,,
Kepler-731 b,1,Transit,2016,Kepler,1,3.85560355,2.9e-07,-2.9e-07,0.0,,,,,13.88,3.18,-1.52,0.0,,,,,,,,,,,,,,,,,,,,,,3.20969,0.00218,-0.00218,0.0,,,,,0.12025,8e-05,-5e-05,0.0,,,,5849.0,200.38,-139.51,0.0,1.06,0.24,-0.12,0.0,1.03,0.09,-0.06,0.0,4.41,0.08,-0.17,0.0,19h45m34.37s,296.3931945,+45d34m06.72s,45.568533,1257.16,50.52,-46.82,15.386,0.172,-0.172,14.126,0.028,-0.028,13.762,0.03,-0.03,13.775,0.049,-0.049,,,
Kepler-63 b,1,Transit,2013,Kepler,1,9.4341505,1e-06,-1e-06,0.0,0.08,0.002,-0.002,0.0,6.11,0.2,-0.2,0.0,120.0,,,1.0,Mass,0.45,,,1.0,,,,,87.806,0.018,-0.019,0.0,0.732,0.003,-0.003,0.0,2.903,0.003,-0.003,0.0,19.12,0.08,-0.08,0.0,0.0622,0.001,-0.001,0.0,,,,5576.0,50.0,-50.0,0.0,0.9,0.03,-0.02,0.0,0.98,0.04,-0.04,0.0,4.52,0.02,-0.02,0.0,19h16m54.31s,289.2262876,+49d32m53.81s,49.5482814,194.033,0.959,-0.949,12.02,0.026,-0.026,10.399,0.023,-0.023,10.096,0.027,-0.027,9.997,0.022,-0.022,,,
Kepler-75 b,1,Transit,2013,Kepler,1,8.8849116,3.4e-06,-3.4e-06,0.0,0.0818,0.0012,-0.0012,0.0,11.77,0.34,-0.34,0.0,3209.9,127.1,-127.1,0.0,Mass,0.57,0.01,-0.01,0.0,,,,,89.12,0.51,-0.64,0.0,0.13,0.09,-0.08,0.0,2.0778,0.0084,-0.0084,0.0,19.77,0.38,-0.45,0.0,0.1212,0.0009,-0.0007,0.0,767.0,16.0,-16.0,5200.0,100.0,-100.0,0.0,0.89,0.02,-0.02,0.0,0.91,0.04,-0.04,0.0,4.5,0.02,-0.02,0.0,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,835.356,18.761,-17.968,15.414,0.046,-0.046,13.665,0.021,-0.021,13.262,0.025,-0.025,13.118,0.029,-0.029,,,
Kepler-485 b,1,Transit,2016,Kepler,1,3.2432598,1.8e-07,-1.8e-07,0.0,,,,,14.41,3.38,-1.63,0.0,,,,,,,,,,,,,,,,,,,,,,3.03598,0.00168,-0.00168,0.0,,,,,0.12128,8e-05,-2e-05,0.0,,,,5958.0,105.05,-153.72,0.0,1.09,0.26,-0.12,0.0,1.07,0.08,-0.07,0.0,4.39,0.09,-0.16,0.0,19h39m59.12s,294.9963415,+50d28m12.16s,50.4700458,1140.95,26.315,-26.315,15.069,0.103,-0.103,13.782,0.022,-0.022,13.479,0.022,-0.022,13.433,0.041,-0.041,,,
TOI-1749 b,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,2.38839,0.00031,-0.00066,0.0,0.0291,0.0005,-0.0005,0.0,1.39,0.21,-0.19,0.0,57.0,,,1.0,Mass,0.14,,,1.0,,,,,86.4,0.9,-0.6,0.0,0.75,0.11,-0.2,0.0,,,,,,,,,0.0232,0.0032,-0.0029,0.0,831.0,18.0,-18.0,3985.0,55.0,-55.0,0.0,0.55,0.03,-0.03,0.0,0.58,0.03,-0.03,0.0,4.7,0.05,-0.05,0.0,18h50m56.93s,282.7372281,+64d25m10.08s,64.419466,99.5561,0.1172,-0.1172,13.86,0.072,-0.072,11.069,0.023,-0.023,10.446,0.021,-0.021,10.27,0.019,-0.019,,,
WASP-48 b,1,Transit,2011,SuperWASP,1,2.14363,3e-06,-3e-06,0.0,,,,,16.814,2.242,-2.242,0.0,254.264,73.1009,-73.1009,0.0,Mass,0.0,,,0.0,,,,,80.09,0.62,-0.62,0.0,,,,,,,,,4.25,0.18,-0.18,0.0,,,,,,,,5920.0,150.0,-150.0,0.0,1.58,0.21,-0.21,0.0,0.88,0.36,-0.36,0.0,4.03,0.03,-0.03,0.0,19h24m38.97s,291.1623865,+55d28m22.90s,55.4730273,454.144,4.465,-4.381,11.647,0.019,-0.019,10.627,0.025,-0.025,10.441,0.032,-0.032,10.372,0.022,-0.022,,,
Kepler-41 b,1,Transit,2011,Kepler,1,1.8555582,5.2e-07,-5.2e-07,0.0,0.03101,0.0004,-0.0004,0.0,14.46,0.22,-0.22,0.0,177.98,25.43,-25.43,0.0,Mass,0.0,,,0.0,,,,,82.51,0.09,-0.09,0.0,0.672,0.005,-0.005,0.0,2.4341,0.0046,-0.0046,0.0,5.159,0.023,-0.023,0.0,0.10265,0.00042,-0.00042,0.0,1790.0,31.0,-31.0,5750.0,100.0,-100.0,0.0,1.29,0.02,-0.02,0.0,1.15,0.04,-0.04,0.0,4.28,0.01,-0.01,0.0,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.08,27.0,-27.0,14.509,0.092,-0.092,13.262,0.022,-0.022,12.938,0.024,-0.024,12.892,0.028,-0.028,,,
Kepler-471 b,1,Transit,2016,Kepler,1,5.01423457,5.9e-07,-5.9e-07,0.0,,,,,14.96,5.42,-2.96,0.0,,,,,,,,,,,,,,,,,,,,,,4.61153,0.00297,-0.00297,0.0,,,,,0.07586,5e-05,-3e-05,0.0,,,,6733.0,288.74,-288.8,0.0,1.8,0.65,-0.36,0.0,1.49,0.22,-0.18,0.0,4.1,0.14,-0.21,0.0,19h56m23.40s,299.0975167,+43d29m51.31s,43.4975851,1249.41,24.04,-23.18,13.767,0.069,-0.069,12.804,0.029,-0.029,12.583,0.037,-0.037,12.562,0.024,-0.024,,,
K2-317 b,1,Transit,2020,K2,1,6.22,0.007,-0.007,0.0,0.0542,0.0065,-0.0103,0.0,2.93,0.19,-0.17,0.0,,,,,,,,,,,,,,89.22,0.54,-0.93,0.0,0.43,0.29,-0.28,0.0,,,,,,,,,,,,,432.0,48.0,-24.0,3387.0,5.0,-5.0,0.0,0.38,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0,4.88,0.01,-0.01,0.0,15h14m28.53s,228.6188638,-21d01m21.80s,-21.0227209,176.291,3.395,-3.271,17.74,0.2,-0.2,13.928,0.035,-0.035,13.293,0.03,-0.03,12.99,0.036,-0.036,,,
KELT-8 b,1,Transit,2015,KELT,1,3.24406,0.00016,-0.00016,0.0,,,,,18.159,1.121,-1.121,0.0,209.7678,38.1396,-38.1396,0.0,Mass,0.04,0.05,-0.05,0.0,,,,,82.65,0.9,-0.9,0.0,,,,,,,,,5.9,0.38,-0.38,0.0,,,,,,,,5754.0,54.0,-54.0,0.0,1.46,0.08,-0.08,0.0,0.81,0.21,-0.21,0.0,4.08,0.05,-0.05,0.0,18h53m13.31s,283.3054489,+24d07m38.09s,24.1272483,197.572,1.005,-0.995,10.845,0.006,-0.006,9.586,0.026,-0.026,9.269,0.032,-0.032,9.177,0.021,-0.021,,,
Kepler-68 b,1,Transit,2013,Kepler,1,5.3988,,,0.0,,,,,,,,,7.65,1.37,-1.32,0.0,Mass,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875.23,113.48,-162.41,0.0,1.26,0.06,-0.08,0.0,1.06,0.13,-0.14,0.0,4.26,0.1,-0.06,0.0,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,10.077,0.004,-0.004,8.975,0.046,-0.046,8.662,0.029,-0.029,8.588,0.022,-0.022,,,
Kepler-412 b,1,Transit,2014,Kepler,1,1.7208604,3e-07,-3e-07,0.0,0.02897,0.00093,-0.00092,0.0,15.031,0.493,-0.516,0.0,299.07803,39.72875,-6.03877,0.0,Mass,,,,,,,,,80.559,0.084,-0.079,0.0,0.7942,0.0028,-0.0032,0.0,,,,,4.841,0.024,-0.023,0.0,0.10474,0.00054,-0.00077,0.0,1850.0,30.0,-30.0,5750.0,90.0,-90.0,0.0,1.29,0.04,-0.04,0.0,1.17,0.09,-0.09,0.0,4.3,0.07,-0.07,0.0,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.24,19.16,-19.16,14.399,0.092,-0.092,13.19,0.027,-0.027,12.932,0.033,-0.033,12.837,0.031,-0.031,,,
Kepler-65 c,1,Transit,2012,Kepler,1,5.859944,3e-06,-3e-06,0.0,0.068,0.004,-0.002,0.0,2.58,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,0.42,0.1,-0.02,0.0,3.928,0.008,-0.007,0.0,10.309,0.107,-0.601,0.0,,,,,,,,6211.0,66.0,-66.0,0.0,1.41,0.03,-0.03,0.0,1.25,0.06,-0.06,0.0,4.23,0.01,-0.01,0.0,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.922,0.008,-0.008,10.066,0.018,-0.018,9.852,0.021,-0.021,9.806,0.017,-0.017,,,
TOI-1333 b,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,4.720219,1.1e-05,-1.1e-05,0.0,0.0626,0.0011,-0.0012,0.0,15.648,0.628,-0.605,0.0,753.2571,76.2792,-76.2792,0.0,Mass,0.073,0.092,-0.052,0.0,,,,,85.7,1.3,-0.65,0.0,0.504,0.085,-0.19,0.0,4.6416,0.06,-0.0696,0.0,6.98,0.24,-0.23,0.0,0.0745,0.0014,-0.0015,0.0,1679.0,35.0,-34.0,6274.0,97.0,-97.0,0.0,1.93,0.06,-0.06,0.0,1.46,0.08,-0.08,0.0,4.03,0.03,-0.03,0.0,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.492,1.202,-1.188,9.438,0.003,-0.003,8.485,0.027,-0.027,8.397,0.043,-0.043,8.272,0.024,-0.024,5.3,0.16,-0.16
Kepler-447 b,1,Transit,2015,Kepler,1,7.79430132,1.82e-06,-1.82e-06,0.0,0.0769,0.0062,-0.0079,0.0,18.49,6.61,-6.28,0.0,435.41,152.55,-146.2,0.0,Mass,0.123,0.037,-0.036,0.0,,,,,86.55,0.24,-0.32,0.0,1.076,0.112,-0.086,0.0,1.135,0.016,-0.016,0.0,20.41,0.36,-0.19,0.0,0.165,0.049,-0.048,0.0,,,,5493.0,62.0,-62.0,0.0,1.05,0.19,-0.19,0.0,1.0,0.21,-0.21,0.0,4.4,0.1,-0.1,0.0,19h01m04.45s,285.2685283,+48d33m35.58s,48.5598835,268.041,1.848,-1.823,12.52,0.069,-0.069,11.211,0.022,-0.022,10.879,0.018,-0.018,10.806,0.018,-0.018,,,
TrES-4 b,1,Transit,2007,TrES,1,3.55395,7.5e-05,-7.5e-05,0.0,,,,,18.046,2.018,-2.018,0.0,247.9074,60.3877,-60.3877,0.0,Mass,0.0,,,0.0,,,,,82.81,0.33,-0.33,0.0,,,,,,,,,6.04,0.23,-0.23,0.0,,,,,,,,6200.0,75.0,-75.0,0.0,1.66,0.19,-0.19,0.0,1.08,0.38,-0.38,0.0,4.06,0.02,-0.02,0.0,17h53m13.04s,268.3043361,+37d12m42.26s,37.2117397,515.98,7.027,-6.843,11.932,0.023,-0.023,10.583,0.018,-0.018,10.35,0.015,-0.015,10.33,0.019,-0.019,,,
Kepler-785 b,1,Transit,2016,Kepler,1,1.97376093,1e-07,-1e-07,0.0,,,,,13.02,0.44,-0.53,0.0,,,,,,,,,,,,,,,,,,,,,,1.82916,0.0074,-0.0074,0.0,,,,,0.16741,0.00041,-0.00059,0.0,,,,4739.0,115.49,-69.98,0.0,0.71,0.02,-0.03,0.0,0.77,0.03,-0.04,0.0,4.62,0.02,-0.02,0.0,19h28m16.39s,292.0683108,+38d50m31.92s,38.8422004,642.051,16.232,-16.232,16.315,0.172,-0.172,14.079,0.025,-0.025,13.55,0.03,-0.03,13.381,0.038,-0.038,,,
Kepler-12 b,1,Transit,2011,Kepler,1,4.4379629,6e-07,-6e-07,0.0,0.0553,0.001,-0.0012,0.0,19.661,0.347,-0.404,0.0,137.30256,16.84499,-16.20933,0.0,Mass,,,,,,,,,88.796,0.088,-0.074,0.0,0.168,0.01,-0.012,0.0,,,,,8.019,0.014,-0.013,0.0,0.11887,9e-05,-9e-05,0.0,1480.0,30.0,-30.0,5947.0,100.0,-100.0,0.0,1.48,0.03,-0.03,0.0,1.17,0.05,-0.05,0.0,4.17,0.01,-0.01,0.0,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.386,9.854,-9.643,13.468,0.217,-0.217,12.406,0.026,-0.026,12.107,0.031,-0.031,12.066,0.023,-0.023,,,
HD 149026 b,1,Radial Velocity,2005,Subaru Telescope,1,2.87589,2e-06,-2e-06,0.0,,,,,8.295,0.224,-0.224,0.0,120.7754,19.0698,-19.0698,0.0,Mass,0.0,,,0.0,,,,,84.55,0.58,-0.58,0.0,,,,,,,,,6.8,0.52,-0.52,0.0,,,,,,,,6179.0,15.0,-15.0,0.0,1.41,0.03,-0.03,0.0,1.42,0.33,-0.33,0.0,4.37,0.04,-0.04,0.0,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643,0.174,-0.1733,8.15,0.03,-0.03,7.118,0.024,-0.024,6.899,0.018,-0.018,6.819,0.017,-0.017,,,
TOI-4479 b,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,1.1589,1e-05,-2e-05,0.0,0.0164,0.0015,-0.0029,0.0,2.82,0.65,-0.63,0.0,,,,,,,,,,92.5,17.5,-33.3,0.0,86.36,2.49,-2.72,0.0,0.43,0.24,-0.3,0.0,,,,,7.8,0.7,-1.4,0.0,0.062,0.011,-0.004,0.0,861.0,64.0,-103.0,3400.0,100.0,-100.0,0.0,0.45,0.09,-0.09,0.0,0.45,0.09,-0.09,0.0,4.5,,,-1.0,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.6532,0.2574,-0.2558,15.18,0.2,-0.2,11.444,0.022,-0.022,10.846,0.021,-0.021,10.647,0.019,-0.019,,,
Kepler-7 b,1,Transit,2009,Kepler,1,4.8854892,9e-07,-9e-07,0.0,0.06067,0.00059,-0.00059,0.0,18.181,0.146,-0.146,0.0,140.16303,13.66669,-13.34886,0.0,Mass,,,,,,,,,85.161,0.055,-0.054,0.0,0.5599,0.0045,-0.0046,0.0,,,,,6.637,0.021,-0.021,0.0,0.08294,0.00011,-0.00011,0.0,1630.0,10.0,-10.0,5933.0,44.0,-44.0,0.0,1.97,0.01,-0.01,0.0,1.36,0.03,-0.03,0.0,3.98,0.1,-0.1,0.0,19h14m19.56s,288.5814928,+41d05m23.04s,41.0897335,922.562,20.605,-19.739,13.008,0.103,-0.103,11.833,0.02,-0.02,11.601,0.022,-0.022,11.535,0.02,-0.02,,,
Kepler-670 b,1,Transit,2016,Kepler,1,2.81650485,1.5e-07,-1.5e-07,0.0,,,,,13.18,2.94,-1.21,0.0,,,,,,,,,,,,,,,,,,,,,,2.50522,0.00179,-0.00179,0.0,,,,,0.1217,8e-05,-5e-05,0.0,,,,5709.0,89.42,-134.39,0.0,0.99,0.22,-0.09,0.0,0.99,0.05,-0.06,0.0,4.44,0.07,-0.17,0.0,19h48m03.71s,297.0154644,+49d13m31.08s,49.2252988,939.744,18.25,-17.58,15.162,0.046,-0.046,13.732,0.023,-0.023,13.393,0.026,-0.026,13.315,0.039,-0.039,,,
Kepler-25 b,1,Transit,2011,Kepler,1,6.238297,1.7e-05,-1.7e-05,0.0,,,,,2.748,0.038,-0.035,0.0,8.7,2.5,-2.3,0.0,Mass,0.0029,0.0023,-0.0017,0.0,,,,,92.827,0.084,-0.083,0.0,,,,,,,,,,,,,0.01916,5e-05,-5e-05,0.0,,,,,,,,1.32,0.02,-0.01,0.0,1.17,0.03,-0.03,0.0,,,,,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,1.414,-1.397,10.769,0.008,-0.008,9.764,0.02,-0.02,9.532,0.02,-0.02,9.493,0.017,-0.017,,,
